open,high,low,close,volume,trades
1.37703,1.3915,1.37059,1.38066,1918577.1453827024,7023
1.38083,1.39,1.369,1.37797,2494101.853138278,17105
1.37797,1.38275,1.37566,1.38273,2325784.844871795,16436
1.38271,1.38999,1.372,1.38685,2621574.996091577,11136
1.38707,1.39423,1.3799,1.38491,2359349.5040907757,12433
1.38475,1.38895,1.378,1.38327,1808678.2361296576,6693
1.38337,1.43198,1.38162,1.39449,1755125.2428907636,5956
1.39449,1.428,1.3916,1.39903,1982700.7662190928,7771
1.39903,1.40555,1.382,1.39758,4715316.104750287,21253
1.39758,1.39997,1.39486,1.39917,2227457.617784225,15824
1.39854,1.4689,1.3912,1.40378,4549845.597846812,18827
1.40368,1.43299,1.3896,1.41145,4733545.043865026,17017
1.4099,1.42,1.402,1.4175,3687039.6869347855,9232
1.41007,1.41641,1.396,1.39853,1721195.008121267,4047
1.39806,1.39862,1.3801,1.38972,1980772.026640904,7138
1.38972,1.39535,1.385,1.38715,1148560.769323567,4267
1.3868,1.4,1.38546,1.39474,1681349.344230693,5474
1.39474,1.43398,1.385,1.38924,1588925.9993719985,3952
1.3902,1.3943,1.382,1.39229,1946204.2233965972,4717
1.39228,1.405,1.3801,1.38919,2434358.283554477,4693
1.38962,1.405,1.38429,1.38521,1898223.6648882164,4177
1.38584,1.4305,1.375,1.38277,1473388.441253428,2948
1.38253,1.38351,1.3762,1.38268,590733.7016550719,1969
1.38224,1.385,1.379,1.38302,710004.8063733017,2071
1.38299,1.385,1.37637,1.38059,1200994.0334513246,2841
1.38066,1.38969,1.37711,1.38628,3019893.139835629,4747
1.38616,1.39442,1.3803,1.38968,1866282.1490372329,4047
1.38928,1.4,1.3886,1.39497,1174862.692565251,2981
1.39496,1.39681,1.38241,1.38991,3590672.7993379296,6775
1.3899,1.40106,1.38591,1.39136,9795659.940930093,13762
1.39169,1.39225,1.38599,1.38811,9569729.45214293,9564
1.38811,1.39227,1.38272,1.38627,2780843.068854646,6435
1.38601,1.38858,1.3794,1.38749,2804163.129596162,6662
1.38749,1.40174,1.38203,1.39978,3658222.1124310712,7786
1.39921,1.40304,1.38457,1.38982,2604828.015196967,6126
1.38952,1.39401,1.37894,1.38346,1685167.6853733184,4067
1.38354,1.3855,1.37994,1.3835,1361016.1632173343,4232
1.3835,1.38465,1.37769,1.37851,570074.525745362,2814
1.37948,1.38649,1.37732,1.3815,1287892.2692479356,5107
1.38165,1.3975,1.3651,1.3705,1918195.5705980496,6267
1.37149,1.37196,1.27,1.36395,1469546.9821907857,4073
1.36395,1.37976,1.3632,1.37306,1498730.3019789,4070
1.37301,1.37876,1.36999,1.37606,1385168.1424449375,3590
1.37606,1.37924,1.3734,1.37656,543485.4654078317,1727
1.37656,1.39178,1.37183,1.37537,530882.9140023609,1817
1.37434,1.38625,1.372,1.3755,2054127.0115338024,3212
1.3755,1.37862,1.36744,1.3727,743269.7758431592,1623
1.37233,1.38177,1.36776,1.37789,1925063.37602593,5763
1.37817,1.38297,1.3741,1.38032,1236139.7520381452,3962
1.38029,1.38383,1.37545,1.38129,1477447.6118683517,4097
1.3818,1.38377,1.37317,1.3755,1255174.6000466568,3835
1.37528,1.38196,1.37287,1.379,494099.6778223102,1434
1.37831,1.39151,1.37473,1.3909,1933880.2713374973,4679
1.39156,1.46,1.3777,1.38264,3548041.905522109,7050
1.38264,1.38264,1.3665,1.36876,2394909.5552405,5313
1.36862,1.375,1.36815,1.3704,2001985.169854159,3752
1.37041,1.3729,1.36375,1.36686,1839483.6074909072,2572
1.36686,1.37852,1.3614,1.3657,2302063.898227059,5564
1.3657,1.3685,1.36201,1.365,1133562.3485323547,3886
1.36494,1.37498,1.3622,1.37274,2168027.361300394,3721
1.37274,1.37498,1.36765,1.36953,2729017.4059294523,5709
1.36946,1.3776,1.3692,1.37339,2943661.929468919,6640
1.3732,1.37803,1.37,1.37479,2558656.166167952,4705
1.37412,1.38,1.36804,1.37697,4621588.000223617,9685
1.37715,1.379,1.3702,1.3702,1567761.163365377,4658
1.3702,1.37499,1.3082,1.36903,11540138.321312834,22391
1.36802,1.39639,1.36441,1.39451,3666598.9604959786,8189
1.39462,1.398,1.38827,1.38951,2351349.343386654,5862
1.38951,1.39349,1.38733,1.39,1066787.7926409547,2996
1.39074,1.39334,1.37852,1.38227,2203061.8807583004,5250
1.38227,1.39051,1.37001,1.38095,3087712.0107351346,8264
1.38098,1.38373,1.37455,1.38222,526541.5072617801,2052
1.38222,1.387,1.37455,1.38289,965475.2262816404,3284
1.38289,1.38997,1.38255,1.38592,1268161.8298691611,3403
1.38601,1.39021,1.38301,1.38828,1180387.015615078,4525
1.38899,1.39331,1.36979,1.39299,1025381.2224748074,3850
1.39299,1.40631,1.39033,1.39397,1504970.9349615593,3628
1.3941,1.39468,1.37689,1.37868,1531325.553888238,3781
1.37761,1.38,1.37588,1.37672,1091399.8380348184,3774
1.37672,1.3794,1.37482,1.3777,1005583.4879018366,2936
1.3777,1.39177,1.3741,1.38773,2218371.742776321,4136
1.38791,1.38982,1.38,1.38511,2942450.7228411986,6194
1.38511,1.39164,1.3823,1.38898,2242446.6670364565,4735
1.38898,1.39341,1.37701,1.38581,2939638.0129844784,5849
1.38599,1.39797,1.3824,1.39214,2350662.825315973,4596
1.39212,1.39397,1.388,1.39,1478384.7304179484,4402
1.39062,1.40087,1.3875,1.39883,3363955.567144418,6163
1.39851,1.479,1.395,1.40835,5837000.587574042,8228
1.40851,1.419,1.406,1.41269,3254472.241668505,4961
1.4117,1.41453,1.39868,1.40094,2560738.0173286074,5066
1.40094,1.479,1.395,1.39971,6357962.727705873,9891
1.39971,1.41,1.39781,1.40831,2737718.9218993443,5071
1.40831,1.40902,1.40216,1.40217,2734051.5183742736,5567
1.4028,1.46,1.40166,1.4095,3522033.909691467,6161
1.40927,1.44994,1.40498,1.41483,4225863.267818099,7541
1.41484,1.56014,1.41401,1.41547,4307197.221843944,7016
1.41583,1.44777,1.38059,1.40467,18131421.64219235,30678
1.40527,1.435,1.39197,1.41139,5521269.737399947,11234
1.41206,1.42362,1.40861,1.41041,4515732.937043534,9141
1.41034,1.41952,1.40765,1.41003,2151078.419507238,5328
1.41004,1.42,1.40435,1.40896,4363319.647766873,10069
1.40949,1.41644,1.40779,1.4129,4823218.739322666,9833
1.41232,1.41773,1.41065,1.41286,2588175.175352292,5925
1.41278,1.41684,1.40991,1.41083,1566981.288510495,4735
1.41064,1.42199,1.40753,1.41951,1505775.0059383225,4246
1.41968,1.4217,1.414,1.41772,2041243.04806708,3931
1.4176,1.41907,1.4128,1.41341,979836.1372835692,2141
1.41341,1.417,1.41151,1.41623,592620.8569558293,1652
1.41622,1.42416,1.41401,1.42116,975743.5935326612,2242
1.42175,1.42837,1.41362,1.41417,1312775.929685432,2768
1.41446,1.41963,1.41142,1.41676,691998.3434909001,1804
1.4169,1.42094,1.40975,1.41101,1199850.195393147,2583
1.411,1.4195,1.40824,1.41351,1640358.411972576,3215
1.41374,1.41467,1.41,1.4128,563017.70174401,950
1.41276,1.417,1.40991,1.41267,971690.5350597014,1647
1.41306,1.41848,1.41,1.41641,1172056.8758800393,2790
1.41626,1.43,1.397,1.41315,1834952.229726391,2995
1.41347,1.43905,1.4102,1.41174,1685401.3180345153,2291
1.41168,1.41894,1.40865,1.41701,767194.4613624802,1709
1.41723,1.41884,1.40886,1.40992,987966.9059754302,1603
1.40991,1.41,1.40671,1.40849,375451.8717778205,1454
1.40849,1.412,1.40674,1.41133,652672.6207106397,1303
1.41132,1.41199,1.40713,1.41127,1059726.85418168,1876
1.41101,1.41165,1.4035,1.40654,785333.7893710494,1358
1.40655,1.41195,1.39808,1.39823,719209.1878922009,1307
1.39823,1.39982,1.38759,1.39175,1368074.9323292926,3142
1.39163,1.39183,1.37865,1.37892,922597.29139663,2387
1.37892,1.38276,1.37604,1.37604,714596.6247277773,2579
1.37604,1.37872,1.37298,1.37649,859645.0445126405,2384
1.3766,1.395,1.374,1.39072,1413345.864724592,2423
1.39069,1.39576,1.38246,1.39374,2105342.9536930416,3120
1.39242,1.40209,1.38993,1.39561,1275624.6523448604,1644
1.39543,1.40604,1.38716,1.39127,776974.061355741,889
1.39099,1.39514,1.38549,1.38578,655780.5921258897,1421
1.38563,1.38657,1.38236,1.38501,276019.4780649595,909
1.38515,1.3881,1.38443,1.38676,425909.9459825596,1009
1.38618,1.39279,1.38577,1.38665,932742.5607274292,1772
1.38665,1.3868,1.38115,1.38442,408131.0384731202,1444
1.38457,1.386,1.37964,1.38325,1223254.2563439594,1552
1.38314,1.38325,1.37501,1.3763,646008.6711317797,1281
1.37648,1.38317,1.37315,1.38234,324623.51309272,684
1.38306,1.38358,1.38142,1.38209,140652.0977314301,605
1.38288,1.38426,1.38198,1.38339,264574.8993681201,1070
1.38232,1.388,1.38105,1.38573,673299.9941089287,1537
1.38557,1.3904,1.377,1.37947,630198.067797571,1389
1.37992,1.38441,1.37629,1.38048,621552.3543567095,1268
1.38072,1.38126,1.37401,1.37843,820820.3181430685,1417
1.37819,1.38999,1.37588,1.38961,886693.1853914205,1090
1.38962,1.38987,1.38724,1.38846,167139.3820482499,545
1.38834,1.38981,1.38758,1.38902,229080.6345894999,440
1.38944,1.3947,1.38428,1.38779,759994.42204197,1538
1.38779,1.38952,1.3795,1.381,847361.1897309205,1285
1.38093,1.3889,1.38015,1.38586,851673.5458299795,1289
1.38589,1.38944,1.38094,1.38296,893694.2105352901,1325
1.38284,1.38586,1.37604,1.37632,1641328.6116947783,1477
1.37626,1.3773,1.3753,1.37636,266715.4784243804,963
1.37636,1.37777,1.37524,1.37624,412512.1488017295,795
1.37629,1.3763,1.36573,1.36693,528215.1355570802,1297
1.36692,1.36834,1.35831,1.36235,1165526.1782323895,1812
1.36224,1.37211,1.35903,1.37097,896277.4781095008,1262
1.37039,1.37834,1.36863,1.37553,665295.5797725103,1349
1.37741,1.38166,1.37253,1.37433,587616.6295234296,1168
1.37493,1.3776,1.3736,1.37481,270266.5603208398,686
1.37502,1.37737,1.37411,1.37716,166878.1119331599,529
1.37685,1.38692,1.3734,1.38384,1152872.996391991,2119
1.38224,1.39136,1.37681,1.38818,935116.2701936796,1260
1.38779,1.39471,1.38501,1.39011,754889.326625371,1356
1.39027,1.39994,1.3899,1.39735,483431.5342826201,876
1.39735,1.40299,1.39175,1.39498,660462.2059261693,1333
1.39556,1.39728,1.39258,1.39607,536948.7153770506,1093
1.39588,1.39737,1.39256,1.39347,382374.6463985996,1294
1.39265,1.39544,1.38805,1.38852,706357.2313294197,1314
1.38881,1.405,1.38842,1.39218,806151.51410226,1083
1.39205,1.39667,1.3888,1.39007,806458.2859848408,1426
1.39043,1.39623,1.3888,1.39515,648716.9290128195,888
1.39472,1.39473,1.38588,1.39029,947521.1696112558,1941
1.39026,1.39226,1.3867,1.39201,624513.0602523305,1363
1.39145,1.3986,1.39117,1.39378,699822.5894800293,1482
1.39373,1.3972,1.3851,1.3869,1078815.5243381397,2789
1.38666,1.38879,1.383,1.38408,1429459.160125941,2821
1.38417,1.3875,1.3806,1.38639,1458871.9304064089,2087
1.38557,1.41002,1.3795,1.38,1988462.9423257268,2468
1.37999,1.38894,1.37761,1.38826,1812606.7928707176,2217
1.3881,1.3902,1.38332,1.38787,748239.1905609093,1683
1.38789,1.38983,1.3848,1.38718,534263.2973876091,1341
1.38727,1.3902,1.38288,1.38435,1614502.6600152934,2412
1.38367,1.3846,1.37347,1.37347,854153.0473463204,2042
1.37399,1.38179,1.37278,1.37755,1497598.303184888,2618
1.37626,1.37626,1.36391,1.36487,1608106.8128512488,2726
1.36416,1.36848,1.36168,1.36407,1002967.1828029412,2033
1.36465,1.36524,1.36146,1.3642,377792.7520612108,956
1.36344,1.36478,1.36,1.3639,451827.6481477896,846
1.3647,1.37571,1.36368,1.37246,727074.1934201797,1620
1.37307,1.37709,1.3706,1.37281,1073710.624927519,1699
1.37317,1.37594,1.3692,1.3756,994559.273130838,1285
1.37502,1.37962,1.36815,1.36993,1464833.6766651494,1725
1.3693,1.37688,1.36779,1.37523,1009700.8944773516,1772
1.375,1.37613,1.3734,1.37552,536978.4641525403,815
1.37584,1.37858,1.37414,1.37684,760485.0360148802,1035
1.37634,1.379,1.3743,1.37647,1010185.946922,1383
1.37601,1.386,1.37549,1.37742,3538656.454801647,3387
1.37715,1.38294,1.37474,1.37871,1176263.1345376712,1590
1.37883,1.38708,1.37862,1.3834,854960.2194997589,1756
1.38362,1.39178,1.3832,1.38636,1502928.8183158024,2567
1.38695,1.38904,1.3846,1.38621,830331.0801127894,1211
1.38607,1.41553,1.3858,1.38809,1455547.6568947788,1303
1.38802,1.39357,1.38347,1.38523,1193752.6338999865,3403
1.38528,1.38635,1.37524,1.37554,4484404.776551905,7844
1.37554,1.37857,1.3706,1.37649,2484056.346026709,4020
1.37621,1.38423,1.3725,1.38183,2508197.1506060422,4703
1.38185,1.38774,1.38106,1.38347,2412665.097591965,4187
1.38279,1.3846,1.38135,1.38257,590448.3189532604,1891
1.38325,1.38483,1.37901,1.38306,627442.3991025522,2130
1.38299,1.3846,1.37791,1.38216,1987642.6857377305,3696
1.38216,1.39248,1.37971,1.38043,1025144.773783582,2329
1.38072,1.38553,1.37909,1.3838,1150423.2038524663,1986
1.38446,1.3865,1.37669,1.3816,1086130.3757236467,2051
1.38129,1.38313,1.37249,1.37385,684835.0688733412,1672
1.37335,1.37662,1.37279,1.37446,386056.5143133809,800
1.37418,1.37559,1.37261,1.37318,284934.6606469799,893
1.37318,1.3748,1.36322,1.36578,1772773.6119946495,3339
1.36479,1.36795,1.36312,1.365,1242466.9784068496,2289
1.365,1.36926,1.36106,1.36186,1360023.5695859352,2740
1.36216,1.37491,1.36169,1.3722,620617.6526128214,1187
1.37253,1.37842,1.36522,1.36721,1710948.2821847056,4072
1.36683,1.3683,1.365,1.36623,533419.3551910794,983
1.36601,1.3683,1.3636,1.36673,720366.8040185819,1374
1.36715,1.37368,1.36612,1.36985,535857.9992217586,1688
1.36977,1.37127,1.35127,1.35345,1242340.76109652,1819
1.35296,1.35502,1.34112,1.34182,499825.0733834993,1617
1.34219,1.35158,1.3418,1.34663,751712.4492577089,1487
1.34695,1.3577,1.3437,1.35622,1816664.8651498884,2545
1.35659,1.35716,1.3538,1.35532,705207.6270426073,2236
1.3555,1.358,1.35396,1.35659,631972.8727470501,1349
1.3566,1.36392,1.35404,1.36125,1300986.112438372,1763
1.36177,1.3643,1.3594,1.36242,627698.112758689,1213
1.36242,1.36295,1.35439,1.35931,1087076.173526229,1113
1.35925,1.3636,1.35712,1.36183,979862.4525881016,867
1.36136,1.36497,1.35719,1.36083,2430914.9476176123,1546
1.36084,1.36247,1.36045,1.36114,263698.4788941201,683
1.36099,1.3639,1.36,1.3608,674660.1857760602,898
1.36197,1.3669,1.35862,1.35936,626150.5689550501,866
1.35895,1.36309,1.3567,1.35824,779025.4951295711,1673
1.35806,1.36839,1.3574,1.36731,1759410.278819094,1781
1.36749,1.37423,1.36685,1.36865,777876.053030401,1154
1.36792,1.3777,1.3678,1.37373,1470909.539314357,2185
1.37447,1.37739,1.37366,1.37507,2036203.44510477,3541
1.37576,1.37699,1.37243,1.37616,994618.148031631,2013
1.37616,1.37948,1.3678,1.3734,3069530.0674287896,3088
1.3734,1.3846,1.37339,1.37949,1776383.542245472,2354
1.37912,1.38253,1.37387,1.38201,1898644.6969970616,2824
1.38152,1.38285,1.3776,1.37915,2648633.3890160755,3495
1.37851,1.38086,1.37237,1.37515,1055489.689293419,1547
1.3746,1.37713,1.3737,1.37475,562530.1663290501,1147
1.37393,1.3769,1.3734,1.376,1140391.913415063,1611
1.37651,1.37927,1.37387,1.37596,1288741.8393832434,1600
1.37616,1.39278,1.37404,1.37622,1999857.2882654767,1903
1.3764,1.37757,1.3692,1.3707,2354088.868997073,3543
1.37131,1.38955,1.36964,1.37909,3451299.5904076416,2427
1.37877,1.38005,1.36702,1.36844,2157627.057766905,2256
1.36753,1.3692,1.36654,1.36777,840808.0374084302,1711
1.36713,1.36886,1.36512,1.36784,1384469.082137964,2487
1.36775,1.36956,1.364,1.36572,1426944.4922266495,1877
1.36554,1.36789,1.3608,1.36383,3343348.734056312,4306
1.36313,1.37169,1.36155,1.37115,2497453.494304077,2839
1.37115,1.37134,1.3482,1.35012,2563858.475486174,2232
1.35028,1.3516,1.34247,1.35,1528805.1440825048,1838
1.34989,1.3554,1.34631,1.3482,1813707.8048949712,1720
1.34819,1.35168,1.34741,1.34863,807649.2038945999,1453
1.34913,1.35785,1.34648,1.35674,2437191.437843072,2539
1.35629,1.385,1.35263,1.3556,4017679.761913908,3711
1.35555,1.35644,1.33864,1.34019,3483317.855341509,4781
1.34083,1.40396,1.3356,1.33727,4027595.510011112,2499
1.33581,1.3996,1.33411,1.34076,3902679.673753368,2750
1.34076,1.34159,1.33855,1.33962,832403.8636017907,1450
1.34015,1.34143,1.33923,1.34103,1091215.72031882,1942
1.34122,1.34461,1.33982,1.34109,2731126.760212744,3826
1.34081,1.34734,1.34031,1.34158,2541316.837638276,4166
1.34195,1.34961,1.33911,1.34768,2501603.4291794035,3211
1.34826,1.3566,1.34552,1.349,3615155.4992849217,6113
1.34899,1.3499,1.34002,1.34259,1871378.01012612,3910
1.34259,1.34537,1.3412,1.34289,910337.7928521892,2246
1.34235,1.34406,1.34023,1.34203,1263997.911758512,2831
1.34157,1.34392,1.33631,1.33782,2021832.6731826505,4117
1.33851,1.33955,1.33326,1.33686,1719355.3083357678,3626
1.33629,1.3384,1.32994,1.33141,2013292.3425371563,4963
1.33152,1.33543,1.32872,1.32997,1845508.125595812,4101
1.32992,1.33543,1.3261,1.33399,2945905.5327688195,5030
1.33356,1.33469,1.32838,1.33107,676226.0952323313,1992
1.33025,1.33492,1.32946,1.33277,1052631.0965397398,2670
1.33342,1.33555,1.32812,1.33177,1194117.7824842315,2488
1.33177,1.33782,1.32125,1.33089,1374594.5607606906,3239
1.33052,1.33621,1.32726,1.3291,1060826.9115804166,3056
1.32949,1.33381,1.32836,1.33025,1309422.879274123,3194
1.33071,1.33162,1.32138,1.32225,2312910.458496807,4242
1.32234,1.3305,1.28,1.31875,5792534.6405631,10476
1.31874,1.32259,1.31801,1.32089,1592121.4773519167,4372
1.32133,1.33,1.31984,1.32611,2323901.403032222,4227
1.32612,1.32861,1.32047,1.3249,1443255.918277902,3047
1.3249,1.32638,1.31714,1.32105,1516313.735331843,2472
1.32107,1.32231,1.3173,1.32219,1486973.401256621,3534
1.3222,1.32945,1.31862,1.32556,1891223.19447482,4286
1.32574,1.32892,1.32232,1.32599,1309833.535581601,2935
1.32635,1.32889,1.32567,1.32672,1292457.6720495657,2816
1.32673,1.327,1.3204,1.3204,1972421.2464703335,4738
1.32041,1.32511,1.31865,1.3237,1370206.1950385114,3073
1.32387,1.32942,1.3178,1.32677,1660524.258481408,3019
1.3261,1.33699,1.32406,1.33229,2427604.763881306,3094
1.3322,1.3335,1.3226,1.32345,2834224.3452108097,4263
1.32345,1.32512,1.32043,1.32373,895798.3142141696,2762
1.32373,1.32503,1.32228,1.32257,824647.3691511714,2939
1.32259,1.3247,1.31745,1.32051,1674236.1424706648,3797
1.32051,1.32673,1.31867,1.32612,1666530.1177259246,3363
1.32546,1.33717,1.32296,1.33503,1517004.4298962376,3385
1.33502,1.34449,1.33436,1.34122,1327036.9811632475,3366
1.34029,1.34221,1.33819,1.33909,1759270.3021050652,3646
1.33961,1.3398,1.33752,1.33842,489482.1168448591,2153
1.33903,1.34076,1.33697,1.34037,1182150.7068800898,3619
1.33985,1.34528,1.33886,1.34329,1400445.7857631363,4127
1.34329,1.34515,1.34072,1.34181,1806106.621233846,5266
1.34225,1.34878,1.34004,1.34792,1288974.9413798824,3743
1.34792,1.35041,1.34454,1.34786,1090087.4492864867,2981
1.34788,1.3549,1.34681,1.35167,1525005.7330887683,2956
